Grupo,Subgrupo,Produto,Unidade,Regiao,UF,Ano,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Norte,RR,2022,40000.0,28750.0,29250.0,29500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Centro-Oeste,MT,2022,37410.0,37784.0,37784.0,37784.0,37819.0,37915.0,37066.0,36890.0,36915.0,37345.0,37650.0,37655.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Centro-Oeste,MS,2022,31500.0,31500.0,31500.0,31500.0,31500.0,31500.0,31500.0,31500.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Sudeste,MG,2022,34834.0,34834.0,34834.0,34833.0,34833.0,34834.0,34833.0,34833.0,34833.0,34833.0,34833.0,34833.0
Agrotóxico,Fungicida,BIM + ALTERNE (KIT),UN,Norte,TO,2022,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BIM + ALTERNE (KIT), TRICICLAZOL + TEBUCONAZOL, BENZOTIAZOL + TRIAZOL",UN,Sul,SC,2022,0.0,0.0,53000.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0
Agrotóxico,Fungicida,"BIM + ALTERNE (KIT), TRICICLAZOL + TEBUCONAZOL, DOW AGROSCIENCES INDUSTRIAL LTDA., CARGA SECA, BENZOTIAZOL + TRIAZOL",UN,Sul,RS,2022,1.4,1.3,1.395,1.31,1.31,1.31,1.32,1.31,1.472,1.36,1.35,1.34
Agrotóxico,Fungicida,BRAVONIL,KG,Sudeste,RJ,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9985.0,0.0,0.0,0.0
Agrotóxico,Fungicida,BRAVONIL,L,Sudeste,SP,2022,5500.0,4500.0,3600.0,3600.0,3600.0,3600.0,4800.0,0.0,5000.0,5433.0,5000.0,3700.0
Agrotóxico,Fungicida,"BRAVONIL, 500.0",L,Sudeste,SP,2022,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"APROACH PRIMA, 200 + 80 G/L, PICOXYSTROBINA + CIPROCONAZOL, DU PONT DO BRASIL S.A., FH, TRIAZOL + ESTROBILURINA",L,Sul,PR,2023,25639.0,26148.0,24200.0,24200.0,23101.0,23101.0,25140.0,25384.0,22021.0,22356.0,21653.0,21653.0
Agrotóxico,Fungicida,"APROACH PRIMA, 200 + 80 G/L, PICOXYSTROBINA + CIPROCONAZOL, DU PONT DO BRASIL S.A., FH, TRIAZOL + ESTROBILURINA",L,Nordeste,PI,2023,28000.0,20710.0,22000.0,22000.0,29900.0,29800.0,29800.0,28900.0,12000.0,12000.0,12000.0,11900.0
Agrotóxico,Fungicida,"BAYTAN, SC",L,Sul,PR,2023,11881.0,12127.0,12003.0,12128.0,11973.0,14146.0,14394.0,14645.0,14774.0,15129.0,15500.0,15500.0
Agrotóxico,Fungicida,BIM,KG,Sul,RS,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Nordeste,MA,2023,47445.0,46591.0,46560.0,46560.0,46490.0,46490.0,46471.0,8000.0,8000.0,8000.0,8700.0,0.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Sul,SC,2023,0.0,0.0,13200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Sudeste,MG,2023,34833.0,34833.0,30878.0,30878.0,30878.0,30878.0,30878.0,30878.0,30878.0,30878.0,30800.0,30800.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Centro-Oeste,MT,2023,37655.0,37655.0,37655.0,37655.0,37655.0,36789.0,36710.0,36775.0,36775.0,36775.0,34990.0,34990.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Centro-Oeste,DF,2023,53700.0,53700.0,48500.0,48500.0,48500.0,48500.0,58000.0,58000.0,55000.0,55000.0,58000.0,58000.0
Agrotóxico,Fungicida,BIM + ALTERNE (KIT),UN,Norte,TO,2023,0.0,0.0,1.8,0.0,2.3,2.28,2.3,2.28,2.25,2.23,2.1,2.1
Agrotóxico,Fungicida,"BIM + ALTERNE (KIT), TRICICLAZOL + TEBUCONAZOL, BENZOTIAZOL + TRIAZOL",UN,Sul,SC,2023,0.0,0.0,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BIM + ALTERNE (KIT), TRICICLAZOL + TEBUCONAZOL, DOW AGROSCIENCES INDUSTRIAL LTDA., CARGA SECA, BENZOTIAZOL + TRIAZOL",UN,Sul,RS,2023,1.34,1.34,1.67,1.65,1.65,1.6,1.6,1.552,83750.0,1.55,1.55,1.55
Agrotóxico,Fungicida,BRAVONIL,L,Sudeste,SP,2023,3300.0,3630.0,3300.0,3300.0,3300.0,2950.0,2970.0,3300.0,2090.0,2600.0,1769.0,1769.0
Agrotóxico,Fungicida,BRAVONIL,KG,Sudeste,RJ,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11611.0,0.0,0.0,0.0
Agrotóxico,Fungicida,BRAVONIL,L,Sul,PR,2023,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Sudeste,MG,2024,30800.0,30800.0,30800.0,0.0,30800.0,0.0,29000.0,0.0,29000.0,0.0,29000.0,0.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Centro-Oeste,DF,2024,58000.0,57500.0,57500.0,0.0,57500.0,0.0,57000.0,0.0,57000.0,57000.0,16500.0,0.0
Agrotóxico,Fungicida,"BIM, 750 BR",KG,Centro-Oeste,MT,2024,34621.0,34280.0,33495.0,0.0,33404.0,0.0,32830.0,0.0,27914.0,0.0,26853.0,0.0
Agrotóxico,Fungicida,BIM + ALTERNE (KIT),UN,Norte,TO,2024,2.11,2.01,2.01,0.0,2.11,0.0,2.1,2.1,2.1,2.1,2.1,0.0
Agrotóxico,Fungicida,"BIM + ALTERNE (KIT), TRICICLAZOL + TEBUCONAZOL, DOW AGROSCIENCES INDUSTRIAL LTDA., CARGA SECA, BENZOTIAZOL + TRIAZOL",UN,Sul,RS,2024,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,BRAVONIL,KG,Sudeste,RJ,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10225.0,0.0,0.0,0.0
Agrotóxico,Fungicida,BRAVONIL,L,Centro-Oeste,DF,2024,0.0,0.0,0.0,0.0,0.0,0.0,1870.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,BRAVONIL,L,Sul,PR,2024,0.0,0.0,2156.0,0.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0
Agrotóxico,Fungicida,BRAVONIL,L,Sudeste,SP,2024,1769.0,0.0,1928.0,0.0,1866.0,0.0,2493.0,0.0,2200.0,0.0,2040.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 500.0",L,Centro-Oeste,MT,2024,6933.0,6792.0,6588.0,0.0,6508.0,0.0,6478.0,0.0,6154.0,0.0,5706.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 500.0",L,Sudeste,SP,2024,0.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Sul,SC,2024,0.0,0.0,5850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Centro-Oeste,GO,2024,0.0,2100.0,1900.0,0.0,2350.0,0.0,2190.0,0.0,2190.0,0.0,2200.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Sudeste,SP,2024,0.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Sul,PR,2024,2598.0,2666.0,2726.0,0.0,2528.0,0.0,2577.0,0.0,2605.0,0.0,2652.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Nordeste,CE,2020,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,CANTUS,KG,Centro-Oeste,GO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,0.0
Agrotóxico,Fungicida,CANTUS,KG,Sudeste,MG,2020,0.0,0.0,52468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54400.0,0.0
Agrotóxico,Fungicida,"CAPTAN, SC",KG,Sul,RS,2020,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0
Agrotóxico,Fungicida,"CARBEN 500 SC, 500 G/L, CARBENDAZIM, BENZIMIDAZOL, SC",L,Centro-Oeste,MT,2020,2536.0,2750.0,2750.0,2750.0,2750.0,2970.0,2970.0,2970.0,2970.0,2970.0,2970.0,2970.0
Agrotóxico,Fungicida,"CARBENDAZIM, 500 G/L, CARBENDAZIM, BENZIMIDAZOL",L,Sul,RS,2020,2180.0,2180.0,2180.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2450.0,2900.0,2900.0
Agrotóxico,Fungicida,"CARBENDAZIM, 500 G/L, CARBENDAZIM, BENZIMIDAZOL",L,Nordeste,MA,2020,0.0,0.0,6858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CARBENDAZIM, 500 G/L, CARBENDAZIM, BENZIMIDAZOL",L,Centro-Oeste,MT,2020,0.0,0.0,0.0,2096.0,2096.0,2305.0,2305.0,2305.0,2305.0,2305.0,2305.0,2305.0
Agrotóxico,Fungicida,"CARBENDAZIM, 500 G/L, CARBENDAZIM, BENZIMIDAZOL",L,Norte,RR,2020,2375.0,2375.0,2375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CARBENDAZIM, 500 G/L, CARBENDAZIM, BENZIMIDAZOL",L,Norte,TO,2020,3060.0,3290.0,3290.0,0.0,3200.0,3250.0,3255.0,0.0,3260.0,3270.0,3500.0,3500.0
Agrotóxico,Fungicida,CARBOMAX 500 SC,L,Sul,SC,2020,0.0,0.0,3290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,CERCOBIN,L,Sul,PR,2020,0.0,0.0,2530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CERCOBIN, 500 SC",L,Sudeste,SP,2020,0.0,0.0,3369.0,3369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CERCOBIN, 500 SC",L,Sul,SC,2020,0.0,0.0,3779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3257.0,0.0
Agrotóxico,Fungicida,"CERCOBIN, 500 SC",L,Nordeste,BA,2020,2933.0,2933.0,2933.0,0.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,5200.0,5200.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Centro-Oeste,MT,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Sudeste,SP,2021,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL ULTREX, 825 G/KG, CLOROTALONIL, ISOFTALONITRILA, WG",KG,Sudeste,MG,2021,0.0,0.0,7160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL ULTREX, 825 G/KG, CLOROTALONIL, ISOFTALONITRILA, WG",KG,Sul,SC,2021,0.0,0.0,7160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRIO, 125 + 125 G/L, EPOXICONAZOLE + CRESOXIM-METÍLICO, TRIAZOL + ESTROBILURINA, SC",L,Sul,PR,2021,9432.0,11014.0,11014.0,11280.0,11472.0,11954.0,12097.0,12097.0,12097.0,13300.0,12716.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Sul,SC,2021,0.0,0.0,5216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Sudeste,MG,2021,0.0,0.0,7981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5978.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Centro-Oeste,GO,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,7800.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Nordeste,CE,2021,0.0,0.0,7200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CALDA, SUFOCÁLCICA",L,Sul,SC,2021,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,CANTUS,KG,Centro-Oeste,GO,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,76000.0
Agrotóxico,Fungicida,CANTUS,KG,Sudeste,MG,2021,0.0,0.0,58800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64350.0,0.0
Agrotóxico,Fungicida,CAPTAN,L,Sul,SC,2021,0.0,0.0,3720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CAPTAN, SC",KG,Sul,RS,2021,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,0.0
Agrotóxico,Fungicida,"CARBEN 500 SC, 500 G/L, CARBENDAZIM, BENZIMIDAZOL, SC",L,Centro-Oeste,MT,2021,2970.0,2970.0,3267.0,3267.0,3267.0,3267.0,3299.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 500.0",L,Centro-Oeste,MT,2022,8700.0,8830.0,8872.0,8872.0,8755.0,8910.0,9049.0,9088.0,9090.0,8875.0,8880.0,8889.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Sul,PR,2022,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,3700.0,3500.0,4300.0,4300.0,4300.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Nordeste,PI,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Sudeste,SP,2022,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,3420.0,4000.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",KG,Sul,SC,2022,0.0,0.0,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6220.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Centro-Oeste,GO,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Centro-Oeste,MT,2022,3500.0,3570.0,3589.0,3710.0,5035.0,5120.0,5200.0,5440.0,5900.0,5955.0,5955.0,5955.0
Agrotóxico,Fungicida,"BRAVONIL ULTREX, 825 G/KG, CLOROTALONIL, ISOFTALONITRILA, WG",KG,Sul,SC,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL ULTREX, 825 G/KG, CLOROTALONIL, ISOFTALONITRILA, WG",KG,Sudeste,MG,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.0,0.0,0.0,4400.0
Agrotóxico,Fungicida,"BRIO, 125 + 125 G/L, EPOXICONAZOLE + CRESOXIM-METÍLICO, TRIAZOL + ESTROBILURINA, SC",L,Sul,PR,2022,13300.0,0.0,14500.0,15703.0,16013.0,16253.0,15876.0,15876.0,17510.0,17615.0,17762.0,18313.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Sul,SC,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8216.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Sudeste,MG,2022,0.0,0.0,0.0,0.0,7300.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Nordeste,CE,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Centro-Oeste,GO,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7800.0,0.0
Agrotóxico,Fungicida,"CALDA, SUFOCÁLCICA",L,Sul,SC,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 500.0",L,Centro-Oeste,MT,2023,8895.0,8630.0,8630.0,8630.0,8630.0,8410.0,8410.0,8425.0,8425.0,8425.0,7665.0,7665.0
Agrotóxico,Fungicida,"BRAVONIL, 500.0",L,Sudeste,SP,2023,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",KG,Sul,SC,2023,0.0,0.0,3825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Sudeste,SP,2023,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,2170.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Nordeste,PI,2023,0.0,0.0,0.0,0.0,3000.0,3000.0,2200.0,2500.0,2200.0,2200.0,2200.0,2100.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Sul,PR,2023,4415.0,4535.0,4549.0,4594.0,4598.0,4148.0,3046.0,3653.0,2787.0,3057.0,2984.0,3075.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Centro-Oeste,MT,2023,6109.0,6109.0,6109.0,6145.0,6145.0,6452.0,6452.0,6465.0,6465.0,6399.0,6335.0,6335.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Centro-Oeste,GO,2023,3500.0,3500.0,3500.0,2850.0,2760.0,2760.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Sul,SC,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8788.0,0.0
Agrotóxico,Fungicida,BRAVONIL ULTREX,KG,Sul,PR,2023,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL ULTREX, 825 G/KG, CLOROTALONIL, ISOFTALONITRILA, WG",KG,Sul,SC,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL ULTREX, 825 G/KG, CLOROTALONIL, ISOFTALONITRILA, WG",KG,Sul,RS,2023,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,8200.0,8200.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL ULTREX, 825 G/KG, CLOROTALONIL, ISOFTALONITRILA, WG",KG,Sudeste,MG,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRIO, 125 + 125 G/L, EPOXICONAZOLE + CRESOXIM-METÍLICO, TRIAZOL + ESTROBILURINA, SC",L,Sul,PR,2023,15649.0,17289.0,16021.0,15873.0,15840.0,16205.0,16642.0,16290.0,16967.0,16796.0,16242.0,16543.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Sudeste,MG,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Sul,SC,2024,0.0,0.0,5850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL, 720 G/L, CLOROTALONIL, SYNGENTA PROTEÇÃO DE CULTIVOS LTDA., T 124 GA NZ, ISOFTALONITRILA",L,Centro-Oeste,MT,2024,6335.0,6391.0,6333.0,0.0,6231.0,0.0,6315.0,0.0,5758.0,0.0,5071.0,0.0
Agrotóxico,Fungicida,"BRAVONIL ULTREX, 825 G/KG, CLOROTALONIL, ISOFTALONITRILA, WG",KG,Sul,RS,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9550.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL ULTREX, 825 G/KG, CLOROTALONIL, ISOFTALONITRILA, WG",KG,Sul,SC,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7653.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRAVONIL ULTREX, 825 G/KG, CLOROTALONIL, ISOFTALONITRILA, WG",KG,Sudeste,MG,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7950.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"BRIO, 125 + 125 G/L, EPOXICONAZOLE + CRESOXIM-METÍLICO, TRIAZOL + ESTROBILURINA, SC",L,Sul,PR,2024,16543.0,17640.0,17573.0,0.0,16768.0,0.0,18454.0,0.0,18961.0,0.0,17963.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Sul,RS,2024,0.0,0.0,17900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Centro-Oeste,GO,2024,0.0,0.0,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Sul,SC,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10463.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CABRIO TOP, 550 G/KG + 50 G/KG, METIRAM + PIRACLOSTROBINA, ALQUILENOBIS (DITIOCARBAMATO) + ESTROBILURINA, WP",KG,Sudeste,MG,2024,0.0,0.0,6336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agrotóxico,Fungicida,"CALDA, SUFOCÁLCICA",L,Sul,SC,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0
Agrotóxico,Fungicida,CANTUS,KG,Centro-Oeste,GO,2024,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
