Produto,Unidade,UF,Ano,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Grupo,Subgrupo
ASSIST,L,MT,2021,"17,27","17,27","18,79","17,43","17,43","17,43","17,70","18,30","18,30","18,97","18,98","19,38",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MS,2021,"17,80","17,80","17,80","17,80","17,80","19,00","20,70","22,30","22,30","22,30","18,00","25,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,PR,2021,"21,08","21,71","23,15","21,90","22,69","23,17","23,28","23,67","23,53","26,33","26,45","26,01",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MG,2021,"18,00","18,00","18,00","18,00","19,00","22,00","26,00","26,00","26,00","26,00","26,00","28,00",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,MT,2022,"30,00","30,60","30,60","30,60","31,00","0,00","31,48","31,85","32,18","30,60","30,60","30,60",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,ES,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","13,20","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,BA,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","32,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,BA,2022,"0,00","0,00","38,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,PR,2022,"33,75","29,21","30,09","31,09","30,67","31,41","32,70","32,80","33,17","32,58","30,06","30,99",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,SC,2022,"0,00","0,00","26,40","0,00","0,00","0,00","0,00","0,00","33,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,SP,2022,"0,00","0,00","36,38","0,00","0,00","0,00","0,00","0,00","25,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,MT,2022,"26,95","27,49","27,80","27,80","27,80","28,35","28,79","0,00","27,90","27,90","27,90","27,90",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,MS,2022,"0,00","0,00","0,00","0,00","0,00","0,00","25,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,GO,2022,"18,00","18,00","18,00","18,00","18,00","18,00","18,00","18,00","18,00","18,00","25,00","25,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,SP,2022,"24,50","19,60","25,83","20,53","20,07","20,40","20,40","0,00","25,00","25,00","31,50","20,73",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,MS,2022,"22,10","22,50","28,01","27,39","27,50","25,12","25,12","25,00","0,00","0,00","28,00","26,70",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,PR,2022,"35,34","35,34","35,34","35,34","35,34","35,34","35,34","35,34","36,50","36,50","36,50","36,50",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,PR,2022,"26,52","26,85","28,19","29,00","28,66","28,38","29,11","28,58","30,84","31,88","32,94","34,41",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MT,2022,"19,38","19,66","19,81","19,61","20,01","20,34","20,39","19,87","19,23","19,83","20,33","20,35",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,ES,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,70","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,MT,2023,"31,19","31,48","31,48","31,19","31,35","30,10","30,10","31,00","31,15","31,15","30,89","30,00",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,BA,2023,"0,00","0,00","43,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,BA,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","34,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,PR,2023,"30,93","31,76","32,05","32,46","31,37","31,79","32,55","33,04","32,10","32,80","32,68","33,73",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,SC,2023,"0,00","0,00","29,80","0,00","0,00","0,00","0,00","0,00","30,20","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,PR,2023,"36,50","36,50","36,50","36,50","36,50","36,50","28,25","36,50","33,13","33,63","33,60","29,21",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,SP,2023,"16,00","17,60","22,93","16,00","16,00","20,40","20,40","20,40","30,70","30,70","26,56","22,42",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,MT,2023,"27,95","27,95","27,95","27,95","27,95","26,70","26,70","25,99","25,99","25,99","25,25","25,25",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,GO,2023,"25,00","25,00","25,00","23,00","23,00","25,00","26,00","26,00","27,00","28,00","28,00","27,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,MS,2023,"26,70","32,63","43,81","32,60","25,00","25,00","25,00","22,66","20,91","20,91","17,68","17,68",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,SP,2023,"0,00","0,00","37,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,PR,2023,"35,17","32,45","32,16","33,71","34,83","35,11","36,23","35,23","30,05","34,35","31,77","32,61",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MT,2023,"20,40","20,45","20,38","20,92","20,77","19,66","19,66","19,66","19,66","19,66","19,63","19,60",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MS,2023,"23,00","23,74","23,74","23,74","23,74","23,74","23,74","31,00","31,00","31,00","21,00","21,00",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,ES,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,MT,2024,"30,00","30,60","30,60","0,00","32,03","0,00","31,65","0,00","29,90","0,00","29,15","0,00",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,BA,2024,"0,00","0,00","65,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ADESIL,L,BA,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","39,90","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,PR,2024,"33,14","29,41","34,15","0,00","26,90","0,00","29,67","0,00","33,44","0,00","30,44","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,SC,2024,"0,00","0,00","45,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,PR,2024,"36,50","36,50","34,50","0,00","34,50","0,00","36,40","0,00","36,40","0,00","36,32","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,SP,2024,"22,42","0,00","20,95","0,00","23,79","0,00","22,29","0,00","24,55","25,65","22,18","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,MT,2024,"24,39","24,10","24,43","0,00","24,79","0,00","25,02","0,00","24,90","0,00","24,55","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,GO,2024,"29,00","29,00","31,00","0,00","30,00","0,00","20,00","0,00","20,00","0,00","60,00","0,00",Agrotóxico,Espalhante/Adjuvante
AGRAL,L,MS,2024,"17,68","17,68","13,50","0,00","18,25","0,00","18,00","0,00","18,75","0,00","27,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MT,2024,"19,93","20,38","20,60","0,00","20,77","0,00","21,05","0,00","21,38","0,00","20,84","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MS,2024,"21,00","21,00","22,11","0,00","22,00","0,00","21,00","0,00","21,00","0,00","24,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,PR,2024,"36,73","35,04","30,16","0,00","27,17","0,00","30,93","0,00","27,35","19,89","28,43","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MG,2024,"29,70","0,00","30,00","0,00","30,00","0,00","30,00","0,00","30,00","0,00","30,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,ES,2020,"23,19","0,00","23,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","17,12","17,12",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,DF,2020,"20,00","20,00","20,00","20,00","25,00","25,00","28,00","28,00","28,00","32,00","32,00","32,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,SP,2020,"0,00","0,00","15,99","15,99","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,GO,2020,"15,00","15,00","15,00","15,00","20,00","20,00","15,00","16,00","16,00","18,00","20,00","20,50",Agrotóxico,Espalhante/Adjuvante
"DU FOL, ÉTER POLIGLICÓLICO DE NONILFENOL, ALQUIL FENÓIS ETOXILADO, SL",L,MT,2020,"15,97","17,33","17,33","17,33","17,33","18,70","18,70","18,70","18,70","18,70","18,70","18,70",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,BA,2020,"0,00","0,00","19,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,GO,2020,"20,50","21,00","18,60","18,60","14,00","14,00","17,00","19,00","19,00","19,00","19,00","17,50",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,RR,2020,"0,00","0,00","65,00","65,00","65,00","65,00","72,00","72,00","72,00","72,00","72,00","72,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,MT,2020,"0,00","0,00","21,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","21,50","0,00",Agrotóxico,Espalhante/Adjuvante
"IHARAGUENS, S",L,MT,2020,"18,36","19,80","19,80","19,80","19,80","21,52","21,52","21,52","21,52","21,52","21,52","21,52",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,RR,2020,"17,50","17,50","17,50","17,50","17,50","17,50","19,00","19,00","19,00","19,00","19,00","19,00",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,PR,2020,"24,50","24,50","24,50","25,00","26,00","26,00","26,20","26,30","26,30","26,30","26,30","26,30",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,ES,2020,"29,29","0,00","29,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","22,00","22,00",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,PI,2020,"11,62","12,10","12,10","14,89","14,89","14,59","14,59","14,59","15,14","15,70","15,70","14,39",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,MT,2020,"16,33","17,23","17,23","17,23","17,27","18,80","18,80","18,80","18,80","18,80","21,05","21,05",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MG,2021,"18,00","18,00","18,00","18,00","19,00","22,00","26,00","26,00","26,00","26,00","26,00","28,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,PR,2021,"22,70","28,00","27,29","28,00","28,00","23,29","25,10","25,94","25,94","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MT,2021,"17,27","17,27","18,79","17,43","17,43","17,43","17,70","18,30","18,30","18,97","18,98","19,38",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,DF,2021,"35,00","35,00","31,50","32,00","32,00","32,00","38,35","38,00","42,00","42,00","38,35","38,35",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,GO,2021,"18,00","20,00","20,00","20,00","20,00","20,00","25,00","25,00","28,00","28,00","26,00","26,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,ES,2021,"0,00","0,00","21,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","29,38","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,SP,2021,"0,00","0,00","13,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,SC,2021,"0,00","0,00","19,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MS,2021,"17,80","17,80","17,80","17,80","17,80","19,00","20,70","22,30","22,30","22,30","18,00","25,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,RS,2021,"16,60","16,60","19,77","19,53","19,53","21,00","20,60","20,40","20,40","20,43","22,62","23,91",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,RO,2021,"0,00","0,00","50,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
"DU FOL, ÉTER POLIGLICÓLICO DE NONILFENOL, ALQUIL FENÓIS ETOXILADO, SL",L,MT,2021,"18,70","18,70","20,33","19,15","19,15","19,15","19,48","17,49","17,49","18,71","18,71","20,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,BA,2021,"0,00","0,00","29,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,GO,2021,"17,50","18,00","18,00","22,50","22,50","22,50","22,50","22,50","22,50","23,00","23,00","23,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,MT,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,20","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,RS,2022,"23,00","0,00","28,00","28,00","27,00","27,00","26,00","29,00","30,00","30,00","27,00","30,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MG,2022,"28,00","28,00","28,00","28,00","28,00","28,00","28,00","28,00","28,00","28,00","28,00","28,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MG,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","62,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,SP,2022,"0,00","0,00","14,60","0,00","0,00","0,00","30,00","0,00","28,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,DF,2022,"38,00","39,00","38,35","38,35","38,35","38,50","38,35","40,00","40,00","40,00","38,50","38,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,GO,2022,"28,00","30,00","30,00","35,00","35,00","35,00","28,00","28,00","28,00","28,00","28,00","28,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,ES,2022,"0,00","0,00","32,57","0,00","0,00","0,00","0,00","0,00","0,00","0,00","48,00","48,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,SP,2022,"0,00","0,00","22,00","0,00","0,00","0,00","0,00","0,00","19,60","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MS,2022,"23,00","23,00","32,00","32,00","32,00","30,00","30,00","30,00","0,00","0,00","23,00","23,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,SC,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,23","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,RS,2022,"26,23","21,90","25,57","25,50","26,00","26,00","24,50","27,50","28,43","27,00","27,67","27,50",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,RO,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","46,33","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MT,2022,"19,38","19,66","19,81","19,61","20,01","20,34","20,39","19,87","19,23","19,83","20,33","20,35",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,PR,2022,"26,52","26,85","28,19","29,00","28,66","28,38","29,11","28,58","30,85","31,88","32,94","34,41",Agrotóxico,Espalhante/Adjuvante
"DU FOL, ÉTER POLIGLICÓLICO DE NONILFENOL, ALQUIL FENÓIS ETOXILADO, SL",L,MT,2022,"20,00","20,30","20,30","20,00","20,40","21,88","22,22","22,22","21,55","22,29","0,00","22,35",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MG,2023,"0,00","0,00","0,00","0,00","0,00","14,00","0,00","0,00","62,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MG,2023,"28,00","28,00","30,00","30,00","30,00","28,00","30,00","32,00","31,00","33,00","26,00","27,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,PR,2023,"0,00","0,00","0,00","0,00","0,00","28,00","0,00","0,00","36,50","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MT,2023,"20,40","20,45","20,38","20,92","20,77","19,66","19,66","19,66","19,66","19,66","19,63","19,60",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,DF,2023,"38,00","38,00","40,00","40,00","40,00","49,00","49,00","52,00","50,00","26,00","23,00","23,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,GO,2023,"28,00","29,00","29,00","28,00","28,00","28,00","25,00","25,00","26,00","26,00","26,00","25,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,ES,2023,"0,00","0,00","17,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","70,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,SP,2023,"0,00","0,00","68,00","0,00","0,00","0,00","0,00","0,00","19,74","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MS,2023,"23,00","23,74","23,74","23,74","23,74","23,74","23,74","31,00","31,00","31,00","21,00","21,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,SC,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","31,57","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,RS,2023,"27,50","27,75","26,38","27,00","27,00","27,00","23,50","24,37","24,81","23,56","24,41","23,21",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,RO,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","37,67","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
"DU FOL, ÉTER POLIGLICÓLICO DE NONILFENOL, ALQUIL FENÓIS ETOXILADO, SL",L,MT,2023,"22,49","22,49","22,49","22,60","22,60","22,19","22,19","22,25","22,29","22,19","22,60","22,49",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,BA,2023,"0,00","0,00","52,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,PA,2023,"0,00","0,00","20,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MS,2024,"21,00","21,00","22,11","0,00","22,00","0,00","21,00","0,00","21,00","0,00","24,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,MG,2024,"29,70","0,00","30,00","0,00","30,00","0,00","30,00","0,00","30,00","0,00","30,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,SP,2024,"19,50","0,00","18,22","0,00","20,00","0,00","20,00","0,00","19,00","19,00","19,50","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,GO,2024,"27,50","27,00","27,00","0,00","30,00","0,00","30,00","0,00","30,00","30,00","50,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,RS,2024,"24,27","23,60","25,50","0,00","25,00","0,00","23,98","0,00","22,73","24,00","21,09","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,ES,2024,"0,00","0,00","70,00","0,00","0,00","0,00","0,00","0,00","0,00","74,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,RS,2024,"24,50","25,00","27,00","0,00","25,00","0,00","22,90","0,00","22,90","0,00","22,90","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,SP,2024,"0,00","0,00","19,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ASSIST,L,DF,2024,"23,00","23,00","23,00","0,00","23,00","0,00","23,00","0,00","25,00","25,00","27,00","0,00",Agrotóxico,Espalhante/Adjuvante
"DU FOL, ÉTER POLIGLICÓLICO DE NONILFENOL, ALQUIL FENÓIS ETOXILADO, SL",L,MT,2024,"22,49","22,60","22,88","0,00","23,24","0,00","25,10","0,00","22,60","0,00","23,12","0,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,RS,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","73,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,MT,2024,"0,00","0,00","27,47","0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,92","0,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,BA,2024,"0,00","0,00","45,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
"IHARAGUENS, S",L,MT,2024,"24,75","24,75","24,70","0,00","25,02","0,00","25,12","0,00","24,85","0,00","25,18","0,00",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,ES,2024,"0,00","0,00","29,00","0,00","0,00","0,00","0,00","0,00","0,00","34,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,RR,2020,"17,50","17,50","17,50","17,50","17,50","17,50","19,00","19,00","19,00","19,00","19,00","19,00",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,MG,2020,"14,15","14,15","14,15","0,00","17,68","17,68","17,68","17,68","17,68","20,12","20,12","20,12",Agrotóxico,Espalhante/Adjuvante
"NATUR'L ÓLEO, 930 ML/L, ÓLEO VEGETAL, STOLLER DO BRASIL LTDA, PDM, ÉSTERES DE ÁCIDO GRAXOS",L,MG,2020,"15,00","15,00","15,00","15,00","19,20","14,00","14,00","14,00","14,00","18,00","22,00","22,00",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,GO,2020,"15,00","14,00","14,00","14,00","17,00","17,00","15,00","15,00","15,00","18,00","20,00","21,00",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,BA,2020,"15,21","15,21","15,21","0,00","15,21","15,21","15,21","15,21","15,21","15,21","20,00","20,00",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,MA,2020,"19,06","23,20","23,20","23,20","23,20","23,20","23,20","21,00","20,00","20,00","20,00","20,00",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,MG,2020,"15,00","14,50","14,50","14,50","15,50","15,00","15,00","14,00","14,00","18,00","18,00","18,00",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,MS,2020,"14,77","14,78","14,90","14,87","15,57","15,57","15,83","16,54","16,47","16,72","17,16","16,25",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,MT,2020,"17,80","18,90","18,90","18,90","18,90","20,79","20,77","20,77","20,77","19,43","19,43","19,43",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,PI,2020,"14,94","15,99","15,99","19,68","19,68","19,27","19,27","19,27","20,00","20,75","20,75","19,01",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,PR,2020,"16,80","16,80","17,18","17,12","17,18","17,60","17,50","17,73","17,73","17,75","17,27","22,79",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,RR,2020,"0,00","0,00","16,91","16,91","16,91","16,91","18,50","18,50","18,50","18,50","18,50","18,50",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,RS,2020,"0,00","0,00","35,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,SC,2020,"19,60","19,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,SP,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","18,00","0,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,MT,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,20","0,00",Agrotóxico,Espalhante/Adjuvante
"IHARAGUENS, S",L,MT,2021,"21,52","21,52","23,30","21,05","21,05","21,50","22,02","22,57","22,57","23,80","23,30","23,30",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,MT,2021,"21,05","21,05","22,76","22,76","22,76","22,76","23,11","23,34","23,34","25,34","25,34","25,45",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,PR,2021,"26,30","27,85","27,84","28,51","28,51","30,21","30,21","30,21","31,19","31,19","31,19","31,19",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,PI,2021,"24,00","24,00","24,00","24,00","24,00","27,50","28,19","28,70","28,91","19,90","20,80","21,03",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,RR,2021,"19,00","19,00","23,00","23,00","27,00","27,00","28,00","27,00","27,00","27,00","24,00","24,00",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,SC,2021,"0,00","0,00","22,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,ES,2021,"0,00","0,00","25,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","29,87","0,00",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,MG,2021,"20,12","24,54","22,13","11,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
IHAROL,L,MS,2021,"23,57","23,80","24,54","24,47","24,47","22,64","23,20","23,67","23,76","24,93","24,98","24,98",Agrotóxico,Espalhante/Adjuvante
"NATUR'L ÓLEO, 930 ML/L, ÓLEO VEGETAL, STOLLER DO BRASIL LTDA, PDM, ÉSTERES DE ÁCIDO GRAXOS",L,SC,2021,"0,00","0,00","25,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
"NATUR'L ÓLEO, 930 ML/L, ÓLEO VEGETAL, STOLLER DO BRASIL LTDA, PDM, ÉSTERES DE ÁCIDO GRAXOS",L,MG,2021,"15,00","15,00","15,00","15,00","16,00","18,00","25,00","25,00","27,00","28,00","28,00","28,00",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,BA,2021,"20,00","20,00","20,00","20,00","20,00","20,00","20,00","20,00","20,00","20,00","20,00","17,00",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,SP,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","37,70","0,00",Agrotóxico,Espalhante/Adjuvante
NIMBUS,L,PI,2021,"14,00","14,00","14,00","14,00","14,00","18,62","19,09","19,43","19,58","18,00","18,94","19,03",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,MT,2022,"0,00","0,00","26,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","28,80","0,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,BA,2022,"0,00","0,00","49,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
ESPALHANTE ADESIVO,L,GO,2022,"24,00","24,00","24,00","31,00","16,00","30,00","30,00","0,00","0,00","0,00","0,00","0,00",Agrotóxico,Espalhante/Adjuvante
